//(x,y,z,usr)
(,,)
(-7.712515E-6,430.50797,-304.0418,2)
(-3.7061327E-6,86.079094,-199.5074,1)
(1.5228579E-7,448.26376,-321.4538,2)
(-2.3884168E-5,411.6733,-367.14847,2)
(-2.3884168E-5,411.6733,-367.14847,2)
(1.6996439E-6,66.82858,-206.75288,1)
(-1.0297153E-5,419.88464,-357.7287,2)
(-1.3969839E-5,415.56827,-385.8427,2)
(7.660219E-9,69.66925,-215.71823,1)
(-1.3969839E-5,415.56827,-385.8427,2)
(-1.3969839E-5,415.56827,-385.8427,2)
(9.768191E-6,435.84296,-362.78433,2)
(-1.8439287E-6,74.28376,-220.62497,1)
(9.768191E-6,435.84296,-362.78433,2)
(9.768191E-6,435.84296,-362.78433,2)
(1.4212856E-6,432.0405,-367.3047,2)
(1.4212856E-6,432.0405,-367.3047,2)
(1.4909119E-7,66.86144,-222.98654,1)
(-8.523639E-6,426.2075,-375.3207,2)
(1.9019935E-5,441.2457,-357.52017,2)
(1.9019935E-5,441.2457,-357.52017,2)
(-1.1473153E-6,71.324265,-221.88351,1)
(6.4816413E-6,440.6428,-358.26294,2)
(1.6173506E-5,417.95,-384.4948,2)
(1.6173506E-5,417.95,-384.4948,2)
(-3.724598E-6,56.14455,-231.24844,1)
(2.7765054E-6,403.41626,-398.8215,2)
(2.4730107E-5,422.88055,-378.12076,2)
(5.2563905E-7,61.76551,-229.81099,1)
(2.4730107E-5,422.88055,-378.12076,2)
(-1.38615715E-5,427.44128,-372.95737,2)
(4.719477E-6,412.7119,-389.1943,2)
(1.4678475E-6,72.79684,-223.14224,1)
(4.719477E-6,412.7119,-389.1943,2)
(-1.2423333E-5,412.5106,-390.65805,2)
(-2.0146397E-6,435.13852,-365.2849,2)
(-4.0773057E-6,70.53526,-229.4468,1)
(-2.0146397E-6,435.13852,-365.2849,2)
(-2.0146397E-6,435.13852,-365.2849,2)
(-4.5488196E-6,406.2477,-408.42194,2)
(1.5948137E-6,67.21397,-230.44165,1)
(-4.5488196E-6,406.2477,-408.42194,2)
(1.7091334E-5,407.59576,-407.07657,2)
(-1.3795942E-5,422.92786,-391.1235,2)
(-1.3795942E-5,422.92786,-391.1235,2)
(-1.158125E-7,73.58946,-221.14258,1)
(-1.2139608E-5,376.02368,-436.40796,2)
(2.0720181E-5,468.89862,-326.85043,2)
(-3.2739624E-6,431.58118,-374.74652,2)
(-5.315329E-6,63.285786,-224.30862,1)
(-8.056668E-7,401.5991,-406.7129,2)
(2.3748724E-7,446.67612,-356.61975,2)
(-1.1061551E-6,77.16938,-221.66803,1)
(2.3748724E-7,446.67612,-356.61975,2)
(-9.197829E-6,434.44925,-371.4176,2)
(4.257247E-6,129.29916,-201.2991,1)
(1.5259575E-5,459.93277,-281.39774,2)
(1.1797711E-5,462.9351,-276.43063,2)
(1.1797711E-5,462.9351,-276.43063,2)
(1.299195E-5,466.64236,-270.12524,2)
(1.1435839E-6,127.24964,-202.60094,1)
(1.299195E-5,466.64236,-270.12524,2)
(1.1961056E-5,464.27335,-274.1771,2)
(-5.6350336E-6,290.6911,-243.62715,2)
(4.1888907E-6,205.72429,-208.97269,1)
(-5.6350336E-6,290.6911,-243.62715,2)
(1.0703434E-6,280.21982,-255.60188,2)
(-3.897667E-6,275.9732,-260.1812,2)
(-3.897667E-6,275.9732,-260.1812,2)
(5.426037E-6,216.94865,-279.37036,1)
(-1.0835356E-6,278.15912,-257.8429,2)
(2.436818E-6,292.43155,-241.53517,2)
(2.436818E-6,292.43155,-241.53517,2)
(7.0190945E-6,188.41612,-299.35583,1)
(5.2876567E-6,193.26154,-262.6366,2)
(-1.8521495E-6,218.60922,-241.94632,2)
(-1.6616468E-7,212.88019,-247.00209,2)
(3.8581675E-6,204.12437,-254.28575,2)
(4.7394647E-6,197.09866,-330.9718,1)
(-6.526807E-6,166.70232,-270.31204,2)
(-6.526807E-6,166.70232,-270.31204,2)
(6.34529E-6,175.20459,-264.8804,2)
(-9.289842E-6,205.97276,-335.9798,1)
(1.3261489E-6,194.40044,-342.80576,1)
(-1.7879029E-6,162.21735,-273.0271,2)
(-1.7879029E-6,162.21735,-273.0271,2)
(-1.7879029E-6,162.21735,-273.0271,2)
(1.6251579E-5,162.88792,-271.30115,2)
(1.6251579E-5,162.88792,-271.30115,2)
(-5.9458584E-6,236.9965,-308.72525,1)
(7.1886456E-7,155.33636,-275.69443,2)
(-5.1417737E-6,188.5417,-254.14333,2)
(-5.1417737E-6,188.5417,-254.14333,2)
(-2.8693464E-6,182.45386,-258.5486,2)
(3.5414557E-6,222.38004,-319.41476,1)
(-5.6490535E-7,174.77213,-263.80203,2)
(-5.6490535E-7,174.77213,-263.80203,2)
(-5.1395546E-7,176.06439,-263.4001,2)
(3.9526617E-6,238.98302,-315.68768,1)
(-6.171103E-6,180.14906,-260.62354,2)
(3.7146353E-6,267.5342,-280.45944,1)
(-6.171103E-6,180.14906,-260.62354,2)
(1.1969404E-6,187.16565,-255.6312,2)
(5.6537283E-6,160.93187,-273.52228,2)
(5.6537283E-6,160.93187,-273.52228,2)
(6.1281753E-7,163.56503,-271.95584,2)
(-9.128703E-6,242.1589,-302.6403,1)
(1.1394695E-6,163.36081,-272.07858,2)
(4.445921E-6,231.27132,-324.52814,1)
(1.1394695E-6,163.36081,-272.07858,2)
(-6.9083944E-6,154.03246,-277.46616,2)
(2.457418E-6,157.18706,-275.14703,2)
(-7.2734274E-6,227.591,-324.44925,1)
(2.457418E-6,157.18706,-275.14703,2)
(9.51295E-7,158.73116,-274.2592,2)
(-2.1518643E-8,177.84344,-262.26968,2)
(-2.1518643E-8,177.84344,-262.26968,2)
(4.1449675E-6,205.38657,-338.94147,1)
(2.7371786E-6,162.49214,-272.04776,2)
(-9.604845E-6,188.49251,-254.13174,2)
(-9.604845E-6,188.49251,-254.13174,2)
(7.6112337E-6,180.94017,-259.56314,2)
(5.7173556E-6,201.3474,-347.1414,1)
(-4.1275052E-6,146.14531,-280.6313,2)
(-4.1275052E-6,146.14531,-280.6313,2)
(-4.1275052E-6,146.14531,-280.6313,2)
(6.20191E-7,234.39986,-310.1516,1)
(2.3023857E-7,169.08783,-269.55466,2)
(2.3023857E-7,169.08783,-269.55466,2)
(-1.851057E-6,262.91977,-286.37473,1)
(2.1216691E-7,156.2607,-277.1877,2)
(-9.452597E-6,156.83255,-276.86453,2)
(4.421241E-6,215.45142,-316.73737,1)
(-9.452597E-6,156.83255,-276.86453,2)
(-2.014067E-6,164.87534,-272.15167,2)
(2.1611504E-6,173.03026,-281.1756,2)
(2.1611504E-6,173.03026,-281.1756,2)
(-2.728007E-6,276.8029,-264.80576,1)
(2.1611504E-6,173.03026,-281.1756,2)
(-1.1366137E-6,179.51509,-277.08038,2)
(-8.863915E-6,263.97818,-272.09106,1)
(-1.1366137E-6,179.51509,-277.08038,2)
(-2.0112702E-6,190.5171,-269.63388,2)
(3.857494E-6,217.15677,-278.30426,2)
(3.4861562E-6,264.1399,-213.34503,1)
(3.857494E-6,217.15677,-278.30426,2)
(1.7804268E-7,208.96387,-284.5073,2)
(-3.747822E-6,273.98444,-200.54552,1)
(-2.757879E-6,221.89136,-274.54425,2)
(-2.757879E-6,221.89136,-274.54425,2)
(-1.7603088E-6,220.44852,-275.7041,2)
(1.3496028E-5,261.40784,-285.66946,2)
(1.3496028E-5,261.40784,-285.66946,2)
(-3.0235412E-7,266.32812,-142.22278,1)
(9.053619E-6,260.3489,-286.63492,2)
(2.8236536E-6,267.05167,-280.40076,2)
(-1.5232929E-5,201.49934,-117.75808,1)
(2.8236536E-6,267.05167,-280.40076,2)
(6.8394725E-6,260.0821,-286.877,2)
(-6.581176E-6,311.56244,-286.69357,2)
(-6.581176E-6,311.56244,-286.69357,2)
(-6.095142E-6,317.57913,-280.01404,2)
(-6.8225027E-6,205.54529,-110.54437,1)
(1.9102154E-5,306.57968,-292.01578,2)
(3.3927788E-6,295.04715,-303.6635,2)
(-4.115041E-5,306.3976,-292.20688,2)
(5.791732E-6,166.29955,-126.375046,1)
(1.0724179E-5,351.7502,-292.3436,2)
(1.0724179E-5,351.7502,-292.3436,2)
(8.805655E-6,354.11823,-289.4706,2)
(4.4747367E-7,106.21609,-146.83011,1)
(1.7629936E-5,353.6078,-290.09393,2)
(-1.5024045E-6,109.29476,-144.55309,1)
(1.7629936E-5,353.6078,-290.09393,2)
(-1.0249204E-5,264.168,-373.37424,2)
(-6.0625093E-6,407.08572,-316.38953,2)
(-5.9478566E-7,60.24305,-192.82315,1)
(-6.0625093E-6,407.08572,-316.38953,2)
(-1.6178892E-5,398.6897,-326.90607,2)
(-3.2388243E-8,60.729576,-192.67047,1)
(4.486501E-6,407.48154,-315.8795,2)
(4.486501E-6,407.48154,-315.8795,2)
(-1.3162207E-6,397.60904,-328.21982,2)
(-1.0259572E-5,408.57782,-338.2661,2)
(6.177231E-7,52.871666,-215.45137,1)
(-1.0259572E-5,408.57782,-338.2661,2)
(-1.1698285E-6,413.942,-331.68048,2)
(1.9953877E-5,403.0941,-344.7825,2)
(-2.3199627E-6,47.729713,-219.07466,1)
(1.266971E-6,48.09047,-218.99571,1)
(4.1846192E-6,54.052776,-224.03131,1)
(1.9953877E-5,403.0941,-344.7825,2)
(-7.3382757E-6,408.31607,-338.58194,2)
(4.178146E-6,422.54324,-326.8106,2)
(4.178146E-6,422.54324,-326.8106,2)
(-1.3902535E-5,412.73083,-339.11844,2)
(6.48266E-6,405.4168,-347.82938,2)
(6.48266E-6,405.4168,-347.82938,2)
(-2.4430585E-6,51.51183,-224.68129,1)
(-4.1949534E-6,402.8999,-350.74164,2)
(3.64671E-7,419.55923,-344.06476,2)
(3.64671E-7,419.55923,-344.06476,2)
(3.64671E-7,419.55923,-344.06476,2)
(-1.9975414E-6,403.13162,-363.17398,2)
(-1.9975414E-6,403.13162,-363.17398,2)
(1.2252303E-6,60.967854,-222.30179,1)
(2.3936882E-5,414.4645,-350.18515,2)
(-1.4649412E-6,414.9853,-351.20474,2)
(-1.4649412E-6,414.9853,-351.20474,2)
(7.4366103E-6,415.9047,-350.1154,2)
(2.137649E-6,55.941746,-225.2638,1)
(2.063789E-6,456.14374,-295.7877,2)
(2.063789E-6,456.14374,-295.7877,2)
(2.0852738E-6,65.08495,-227.97136,1)
(-1.1329866E-5,436.6016,-323.93893,2)
(5.049151E-6,419.4832,-344.50226,2)
(5.049151E-6,419.4832,-344.50226,2)
(4.0840914E-6,59.98967,-229.36488,1)
(-9.528558E-6,444.19452,-311.9921,2)
(-1.4216494E-5,412.37787,-352.97632,2)
(2.736914E-6,48.72496,-224.31372,1)
(-1.4216494E-5,412.37787,-352.97632,2)
(1.2419077E-5,415.26965,-349.56967,2)
(-1.0924646E-6,51.47212,-223.69926,1)
(5.059846E-6,402.04617,-370.0707,2)
(5.059846E-6,402.04617,-370.0707,2)
(-1.3036333E-6,407.602,-363.94244,2)
(2.009976E-5,414.98044,-355.5061,2)
(2.009976E-5,414.98044,-355.5061,2)
(6.4440687E-6,64.42846,-225.88824,1)
(2.009976E-5,414.98044,-355.5061,2)
(3.588575E-6,435.84753,-340.85687,2)
(3.588575E-6,435.84753,-340.85687,2)
(-1.9206054E-6,55.179634,-234.59409,1)
(1.3656354E-5,428.3062,-350.2859,2)
(1.2562163E-6,50.396603,-235.6679,1)
(3.664532E-5,431.3089,-346.58185,2)
(3.664532E-5,431.3089,-346.58185,2)
(-8.146817E-6,419.318,-360.99683,2)
(-2.5845309E-6,70.90651,-239.50249,1)
(-5.400216E-7,468.44775,-306.11127,2)
(-5.400216E-7,468.44775,-306.11127,2)
(-1.9477593E-5,402.53262,-388.73468,2)
(-3.5419737E-6,62.212517,-238.34132,1)
(2.1171725E-5,434.4349,-352.7231,2)
(2.1171725E-5,434.4349,-352.7231,2)
(-4.281992E-7,53.184597,-240.51697,1)
(3.5930132E-6,409.16257,-381.7504,2)
(8.900314E-6,394.94458,-397.3645,2)
(8.900314E-6,394.94458,-397.3645,2)
(-1.8999051E-5,431.14526,-357.7616,2)
(6.044902E-6,437.17783,-350.36444,2)
(3.4254874E-6,71.87942,-237.00569,1)
(-3.0491717E-6,432.2991,-356.3665,2)
(2.6465057E-5,434.5803,-353.58115,2)
(-2.253655E-6,420.1268,-354.8845,2)
(-5.5238925E-6,52.208874,-233.45218,1)
(-2.253655E-6,420.1268,-354.8845,2)
(2.0725726E-7,51.41676,-233.62793,1)
(-1.9037105E-5,401.753,-375.5584,2)
(3.696492E-5,427.25543,-346.269,2)
(3.696492E-5,427.25543,-346.269,2)
(-2.2848108E-5,430.04138,-342.80298,2)
(-2.043278E-5,409.4642,-341.27948,2)
(-2.043278E-5,409.4642,-341.27948,2)
(-6.033872E-7,67.3323,-234.71065,1)
(7.732051E-6,446.04526,-291.8497,2)
(5.4133125E-7,437.60727,-304.3558,2)
(5.4133125E-7,437.60727,-304.3558,2)
(5.3753365E-6,106.58502,-212.33974,1)
(7.912713E-6,452.92084,-281.06094,2)
(-1.3665666E-5,333.67712,-343.42993,2)
(9.291894E-6,72.0856,-226.38951,1)
(-1.3665666E-5,333.67712,-343.42993,2)
(-7.1588147E-7,339.81128,-337.36163,2)
(-4.747489E-6,315.809,-359.92947,2)
(-4.747489E-6,315.809,-359.92947,2)
(-1.3655296E-6,73.46158,-225.9468,1)
(-1.2897108E-5,378.44382,-293.3681,2)
(-1.0195503E-5,238.68625,-320.69846,2)
(-1.0195503E-5,238.68625,-320.69846,2)
(-4.2511842E-6,110.864876,-210.13689,1)
(-1.1373859E-5,253.27129,-309.3094,2)
(3.5053017E-6,275.02246,-290.14017,2)
(3.5053017E-6,275.02246,-290.14017,2)
(3.975314E-6,111.83808,-209.62057,1)
(5.708905E-6,285.473,-279.86386,2)
(7.269336E-6,220.19984,-258.286,2)
(7.269336E-6,220.19984,-258.286,2)
(6.1687115E-6,101.95827,-113.892876,1)
(-1.32236155E-5,179.39636,-288.126,2)
(-1.16926085E-5,212.03107,-265.03302,2)
(3.8313487E-6,95.53824,-119.32949,1)
(-1.16926085E-5,212.03107,-265.03302,2)
(2.1970482E-6,178.17293,-288.88416,2)
(-4.981448E-6,207.47012,-247.87,2)
(-4.981448E-6,207.47012,-247.87,2)
(-2.62587E-7,142.99055,-150.30267,1)
(2.0851076E-6,203.41446,-251.20892,2)
(-5.1759707E-6,182.95523,-266.47845,2)
(-5.1759707E-6,182.95523,-266.47845,2)
(1.8138051E-5,176.24788,-235.87383,1)
(-2.1797603E-5,188.35905,-262.68658,2)
(7.808521E-6,172.5332,-265.1302,2)
(7.808521E-6,172.5332,-265.1302,2)
(1.1182856E-5,173.4677,-264.5197,2)
(-1.8247649E-5,194.57025,-221.00275,1)
(5.0244125E-7,167.9654,-268.04724,2)
(-4.3558975E-6,184.54233,-256.91605,2)
(1.1749527E-5,285.7039,-242.52133,1)
(-6.5165295E-6,211.47203,-235.24728,2)
(-1.3515455E-6,127.63873,-291.59027,2)
(1.3321937E-6,321.0888,-306.70578,1)
(-1.3515455E-6,127.63873,-291.59027,2)
(1.3799144E-5,118.389626,-295.46643,2)
(-3.5262929E-7,148.93532,-281.30905,2)
(2.1140556E-6,301.40808,-326.0668,1)
(-3.5262929E-7,148.93532,-281.30905,2)
(-3.5262929E-7,148.93532,-281.30905,2)
(-3.1875968E-6,207.68384,-252.49925,2)
(-3.1875968E-6,207.68384,-252.49925,2)
(-1.1470115E-5,310.8969,-431.45984,1)
(-3.1875968E-6,207.68384,-252.49925,2)
(-1.8884019E-6,201.59828,-257.384,2)
(-1.8884019E-6,201.59828,-257.384,2)
(-2.3661992E-6,299.17245,-439.6707,1)
(-1.0346412E-6,202.12544,-256.9703,2)
(1.1175871E-7,225.90633,-238.2826,2)
(1.1175871E-7,225.90633,-238.2826,2)
(1.0494273E-5,322.85062,-468.0744,1)
(-3.9767474E-6,240.23149,-223.83272,2)
(-3.441819E-6,220.34477,-243.4347,2)
(-3.441819E-6,220.34477,-243.4347,2)
(5.764304E-6,228.5003,-235.79625,2)
(-2.396303E-5,325.55063,-464.92804,1)
(5.288493E-6,232.93983,-232.75519,2)
(5.288493E-6,232.93983,-232.75519,2)
(-6.681512E-7,244.1837,-220.9305,2)
(4.3258467E-7,348.97812,-447.61102,1)
(8.165516E-6,248.25792,-216.34224,2)
(8.165516E-6,248.25792,-216.34224,2)
(1.4932192E-5,246.2618,-218.61185,2)
(4.7079557E-6,375.46988,-412.63516,1)
(-2.177512E-6,231.21494,-228.78632,2)
(3.9335675E-5,362.3313,-380.46005,1)
(-2.177512E-6,231.21494,-228.78632,2)
(-2.177512E-6,231.21494,-228.78632,2)
(8.932292E-6,258.2029,-197.825,2)
(8.932292E-6,258.2029,-197.825,2)
(-5.1105235E-6,240.03308,-219.51675,2)
(1.1451406E-5,371.7612,-371.25125,1)
(4.5107117E-6,253.30908,-196.82321,2)
(4.5107117E-6,253.30908,-196.82321,2)
(1.168597E-5,206.69841,-245.31744,2)
(1.7298645E-6,371.18546,-341.2512,1)
(1.3007829E-5,261.86218,-185.29187,2)
(1.3007829E-5,261.86218,-185.29187,2)
(-1.0901134E-6,316.95798,-334.54483,1)
(1.1286156E-5,269.86237,-173.43352,2)
(3.5595258E-6,192.23056,-251.18631,2)
(7.5058824E-6,324.1289,-327.60196,1)
(3.5595258E-6,192.23056,-251.18631,2)
(6.592963E-6,204.22688,-241.53369,2)
(-1.6195972E-5,217.65349,-229.50842,2)
(-1.6195972E-5,217.65349,-229.50842,2)
(1.4701072E-6,221.78455,-225.51889,2)
(4.906699E-6,304.4826,-306.42682,1)
(1.4161232E-5,210.0976,-237.15036,2)
(1.4161232E-5,210.0976,-237.15036,2)
(-1.1494408E-5,336.63565,-270.70914,1)
(5.128313E-6,207.17607,-239.70683,2)
(-7.876188E-6,204.7287,-241.80046,2)
(-1.4964462E-5,198.7569,-246.73259,2)
(4.1311975E-7,281.28833,-245.20486,1)
(-1.0620533E-6,199.67195,-245.9927,2)
(-2.9742657E-6,221.0502,-241.52502,2)
(-2.9742657E-6,221.0502,-241.52502,2)
(-2.787201E-6,206.97142,-253.69344,2)
(9.983273E-6,242.56197,-203.47499,1)
(7.5137086E-6,198.09738,-260.6817,2)
(7.5137086E-6,198.09738,-260.6817,2)
(-1.0969211E-5,254.43602,-188.41623,1)
(2.8775046E-6,220.71327,-241.833,2)
(5.6504177E-6,240.01595,-269.0412,2)
(-2.2554923E-6,247.61984,-262.0596,2)
(6.0176626E-6,229.38527,-127.40575,1)
(2.8487284E-6,233.17572,-274.99078,2)
(2.7238411E-6,267.32727,-241.92336,2)
(2.9292548E-6,195.13158,-73.53836,1)
(2.7238411E-6,267.32727,-241.92336,2)
(2.7449369E-6,258.20853,-251.63293,2)
(-9.272844E-6,316.2279,-294.63522,2)
(-9.272844E-6,316.2279,-294.63522,2)
(2.3655457E-6,193.19318,-78.489624,1)
(-7.250164E-6,327.95187,-281.52713,2)
(5.288493E-6,321.72873,-288.61847,2)
(5.288493E-6,321.72873,-288.61847,2)
(-8.919733E-7,171.20784,-27.075302,1)
(3.317E-6,364.5185,-232.24188,2)
(-1.9944637E-5,322.19913,-339.25735,2)
(3.7479695E-5,324.6205,-336.9412,2)
(3.6329675E-6,151.87918,30.873077,1)
(2.1504091E-7,355.77148,-303.86594,2)
(1.2882192E-5,369.06033,-287.58005,2)
(1.2882192E-5,369.06033,-287.58005,2)
(-2.3554774E-7,152.1619,29.448172,1)
(1.843735E-5,356.8973,-302.54272,2)
(6.8139343E-7,327.48822,-357.966,2)
(-2.2968356E-6,143.93001,40.677177,1)
(6.8139343E-7,327.48822,-357.966,2)
(-2.0855477E-5,386.04526,-293.86618,2)
(2.4344045E-5,371.4455,-312.1162,2)
(2.4344045E-5,371.4455,-312.1162,2)
(-7.3746696E-6,124.47068,53.05975,1)
(-3.305642E-5,380.49945,-301.01236,2)
(4.985777E-6,342.39032,-364.6539,2)
(-1.5412957E-6,117.63569,66.85907,1)
(4.985777E-6,342.39032,-364.6539,2)
(-5.1658935E-6,333.92017,-372.4257,2)
(3.5510309E-6,401.11877,-298.8434,2)
(3.5510309E-6,401.11877,-298.8434,2)
(4.0287227E-6,103.964966,28.95468,1)
(1.708784E-5,380.1556,-325.09274,2)
(5.6768476E-6,450.41583,-337.8755,2)
(5.6768476E-6,450.41583,-337.8755,2)
(2.755103E-5,441.90356,-348.93472,2)
(-1.6306581E-6,104.74244,26.002098,1)
(4.0582745E-6,453.74606,-333.3897,2)
(-6.067421E-7,456.29358,-329.89447,2)
(-2.0289622E-6,103.46281,30.700758,1)
(1.110875E-5,438.2895,-353.46362,2)
(-3.4209406E-5,442.3661,-352.36584,2)
(-9.4114506E-7,446.20865,-347.48712,2)
(1.951339E-5,445.98578,-347.77295,2)
(-2.449474E-7,103.39807,30.917995,1)
(-1.3549906E-5,436.80203,-359.24008,2)
(9.229807E-6,440.75742,-354.37607,2)
(-9.664654E-7,446.5835,-347.00522,2)
(-3.252835E-6,103.98696,28.875515,1)
(-1.363409E-5,430.31204,-368.63925,2)
(-1.363409E-5,430.31204,-368.63925,2)
(-6.7365136E-7,105.45473,22.943079,1)
(2.8850627E-6,436.6441,-361.11664,2)
(1.635286E-5,434.5432,-363.642,2)
(8.6424025E-6,103.26748,24.600029,1)
(1.635286E-5,434.5432,-363.642,2)
(1.0400327E-5,448.33594,-346.3087,2)
(8.561983E-7,451.0169,-342.8098,2)
(8.561983E-7,451.0169,-342.8098,2)
(-1.6823215E-5,434.09048,-364.0059,2)
(8.725695E-6,102.45672,27.784046,1)
(-2.0098812E-5,444.65338,-351.0246,2)
(-3.0824922E-5,442.0318,-354.31998,2)
(1.1764131E-6,439.8651,-357.00626,2)
(2.3153575E-6,101.36504,25.280104,1)
(-2.9670044E-5,434.96973,-361.1891,2)
(-2.9670044E-5,434.96973,-361.1891,2)
(-2.334127E-7,437.83496,-357.7104,2)
(-1.0647932E-6,100.27718,34.206768,1)
(1.8071295E-6,430.4954,-366.51044,2)
(1.8071295E-6,430.4954,-366.51044,2)
(8.1965645E-6,101.29384,31.06736,1)
(-1.0680815E-5,447.54434,-345.60693,2)
(1.946753E-6,100.37972,33.90469,1)
(-1.624612E-5,441.33868,-353.4973,2)
(-1.624612E-5,441.33868,-353.4973,2)
(-1.4955002E-5,432.76422,-363.94406,2)
(-1.548513E-5,444.55713,-349.44116,2)
(-1.548513E-5,444.55713,-349.44116,2)
(2.313982E-6,98.61383,38.741882,1)
(-2.1135782E-5,451.51978,-338.48065,2)
(3.6213314E-5,425.30737,-370.8813,2)
(3.6213314E-5,425.30737,-370.8813,2)
(9.951182E-6,455.417,-333.2186,2)
(-7.5793832E-6,98.2138,25.55503,1)
(-7.9241E-6,431.16296,-364.05737,2)
(-7.9241E-6,431.16296,-364.05737,2)
(-4.5296083E-6,101.35948,15.184624,1)
(2.4857582E-5,425.3621,-370.81854,2)
(-2.6021733E-5,410.6336,-330.73123,2)
(-2.6021733E-5,410.6336,-330.73123,2)
(-7.8476427E-7,102.183235,7.930921,1)
(-1.2291856E-5,412.7461,-328.09097,2)
(-7.1561954E-6,396.70914,-347.31085,2)
(-7.1561954E-6,396.70914,-347.31085,2)
(2.4358449E-6,406.75217,-335.4933,2)
(-3.4430445E-6,116.43722,22.439062,1)
(-2.1488375E-5,285.62518,-391.54987,2)
(-2.1488375E-5,285.62518,-391.54987,2)
(2.609454E-7,103.091736,19.321417,1)
(2.9069559E-5,304.65805,-376.93045,2)
(1.0124568E-5,262.7629,-407.24533,2)
(1.0124568E-5,262.7629,-407.24533,2)
(2.637025E-6,270.79553,-401.94876,2)
(1.4483862E-6,99.47056,33.269115,1)
(1.892935E-5,332.7808,-398.0867,2)
(1.892935E-5,332.7808,-398.0867,2)
(-2.2188979E-5,309.07565,-416.75922,2)
(2.6546604E-6,102.091095,24.054825,1)
(-1.8304927E-5,248.67747,-455.3852,2)
(-1.8304927E-5,248.67747,-455.3852,2)
(-3.614179E-5,202.30725,-477.79477,2)
(-8.021425E-7,133.64767,-57.311886,1)
(3.198893E-6,245.24002,-379.84256,2)
(3.198893E-6,245.24002,-379.84256,2)
(-6.657046E-8,139.52907,-40.963238,1)
(6.2169056E-6,274.81537,-359.02588,2)
(-5.573711E-6,217.974,-396.1192,2)
(-5.573711E-6,217.974,-396.1192,2)
(2.3313304E-7,231.35664,-158.21135,1)
(2.09087E-5,188.362,-295.02628,2)
(9.623E-6,182.00311,-298.99103,2)
(9.623E-6,182.00311,-298.99103,2)
(5.220593E-6,222.45284,-170.50351,1)
(1.7587245E-5,174.69185,-303.3209,2)
(3.150253E-6,168.46814,-306.8212,2)
(3.150253E-6,168.46814,-306.8212,2)
(1.088358E-5,268.687,-292.5655,1)
(-6.350237E-6,201.2038,-264.02917,2)
(-1.6072081E-5,190.85042,-271.6071,2)
(1.194782E-5,317.72977,-369.12222,1)
(-1.6072081E-5,190.85042,-271.6071,2)
(-1.706132E-5,179.0633,-279.51862,2)
(2.2535094E-6,170.58794,-284.77023,2)
(2.2535094E-6,170.58794,-284.77023,2)
(4.8943907E-6,195.8561,-271.0208,2)
(9.905648E-6,279.99664,-398.50388,1)
(-2.234592E-6,182.27377,-280.33582,2)
(-2.234592E-6,182.27377,-280.33582,2)
(-1.5481436E-6,316.85703,-412.36823,1)
(-2.6941416E-6,194.30823,-272.1327,2)
(1.1935481E-6,189.5002,-275.50232,2)
(1.22856E-5,330.345,-443.4046,1)
(1.1935481E-6,189.5002,-275.50232,2)
(-1.0379299E-5,198.9476,-268.75958,2)
(1.2662749E-5,196.78035,-275.72604,2)
(1.2662749E-5,196.78035,-275.72604,2)
(7.938324E-6,209.20802,-266.41953,2)
(1.1094903E-6,328.28494,-444.93185,1)
(-4.0046507E-6,227.32542,-251.13847,2)
(-4.0046507E-6,227.32542,-251.13847,2)
(8.684583E-6,255.60089,-236.63182,2)
(8.761784E-6,327.5901,-467.16876,1)
(-4.906651E-6,223.22862,-267.38632,2)
(-4.906651E-6,223.22862,-267.38632,2)
(1.1383117E-5,337.2565,-451.75693,1)
(-8.481875E-6,223.85912,-266.85864,2)
(-8.858841E-6,227.39505,-263.8521,2)
(-8.858841E-6,227.39505,-263.8521,2)
(-1.4648604E-5,347.66028,-443.8001,1)
(3.6786603E-6,246.52908,-241.51021,2)
(-8.577181E-6,232.73753,-254.82741,2)
(-8.577181E-6,232.73753,-254.82741,2)
(2.233927E-6,317.64545,-472.54642,1)
(8.034985E-6,227.9724,-259.09906,2)
(-2.8968313E-6,239.24463,-248.72835,2)
(-1.7307466E-5,334.24374,-460.95547,1)
(-2.8968313E-6,239.24463,-248.72835,2)
(-3.8534836E-6,232.70705,-251.01646,2)
(-6.8512777E-6,233.13255,-250.62129,2)
(-6.8512777E-6,233.13255,-250.62129,2)
(2.1250504E-5,336.43796,-458.26672,1)
(-8.724709E-6,230.00017,-253.49902,2)
(-5.871734E-6,222.83876,-259.81665,2)
(-5.871734E-6,222.83876,-259.81665,2)
(1.4136231E-5,349.14297,-445.67743,1)
(1.232409E-5,234.1219,-250.93753,2)
(3.7825794E-6,243.61217,-241.73509,2)
(3.7825794E-6,243.61217,-241.73509,2)
(7.116798E-6,347.7228,-446.7863,1)
(3.713949E-6,249.44337,-235.71323,2)
(1.3291409E-5,253.82857,-230.98434,2)
(1.3291409E-5,253.82857,-230.98434,2)
(9.559832E-7,335.64917,-449.8247,1)
(8.6978525E-6,232.77927,-250.53357,2)
(7.920535E-6,241.79335,-241.84543,2)
(7.920535E-6,241.79335,-241.84543,2)
(-1.0002993E-5,330.76675,-442.60916,1)
(-1.2874407E-5,246.10818,-237.45308,2)
(-2.6124687E-6,250.98666,-232.29068,2)
(-2.6124687E-6,250.98666,-232.29068,2)
(-3.5970013E-6,321.18854,-449.60812,1)
